,acc_05-dims
1230,0.00921659
1231,0.011059907834101382
1232,0.014059295170613462
1233,0.004608295
1234,0.010138248847926268
1235,0.016840255
1236,0.002764977
1237,0.014309688074372018
1238,0.018012306544844304
1239,0.005311526
1240,0.003686636
1241,0.012903225806451613
1242,0.023041475
1243,0.023041475
1244,0.041709065
1245,0.021198156682027652
1246,0.041021816
1247,0.043317972
1248,0.025806451612903226
1249,0.026978503502836898
1250,0.034804614
1251,0.023275885032364614
1252,0.020995711355584562
1253,0.014746543778801843
1254,0.020979729
1255,0.022119815668202765
1256,0.04516129
1257,0.019354839
1258,0.04516129
1259,0.015668202764976956
1260,0.030665139
1261,0.012215977198263232
1262,0.017058683
1263,0.014762526304573666
1264,0.012903225806451613
1265,0.025369595908473402
1266,0.023057457
1267,0.014075277696385285
1268,0.018667590101489037
1269,0.022823046802162968
1270,0.006451613
1271,0.013137636184438348
1272,0.018667590101489037
1273,0.020308463
1274,0.009919821
1275,0.007373272
1276,0.013372046562425082
1277,0.011981566820276499
1278,0.014746543778801843
1279,0.013372046562425082
1280,0.006686023
1281,0.005529954
1282,0.002764977
1283,0.005529954
1284,0.030899549825524092
1285,0.021432567060014382
1286,0.005529954
1287,0.014075277696385285
1288,0.007373272
1289,0.018449162249274127
1290,0.009232572
1291,0.017309075
1292,0.011528728590074852
1293,0.01084148
1294,0.004608295
1295,0.010607069603899736
1296,0.006233185
1297,0.008294931
1298,0.017745931115313925
1299,0.028603393622972217
1300,0.023057457180149704
1301,0.014746543778801843
1302,0.016589861751152075
1303,0.014746543778801843
1304,0.006233185
1305,0.007858075
1306,0.008294931
1307,0.018449162249274127
1308,0.004842705
1309,0.010607069603899736
1310,0.011059907834101382
1311,0.014762526304573666
1312,0.020090035
1313,0.013388029088196904
1314,0.02029248
1315,0.026088809568205428
1316,0.014309688074372018
1317,0.016387416424708985
1318,0.022119815668202765
1319,0.026275272368876695
1320,0.020558855651154735
1321,0.011779121493833408
1322,0.021230121733571295
1323,0.013824884792626729
1324,0.014528115926586932
1325,0.017745931115313925
1326,0.023057457180149704
1327,0.019136410857462503
1328,0.035523827282171495
1329,0.035273434
1330,0.023995099
1331,0.027681735
1332,0.024900775152499933
1333,0.029274659705388773
1334,0.043818758
1335,0.029056231853173863
1336,0.038038411336938284
1337,0.07304547
1338,0.041725047
1339,0.028368983244985484
1340,0.04631736
1341,0.061314296
1342,0.039178498175328307
1343,0.045411683226339206
1344,0.045880504
1345,0.04631736
1346,0.024900775152499936
1347,0.03229003
1348,0.040803388
1349,0.007389254
1350,0.025135186
1351,0.018465145
1352,0.005780347
1353,0.008529341
1354,0.010607069603899736
1355,0.004842705
1356,0.032508457419887594
1357,0.044724435
1358,0.016589861751152075
1359,0.018433179723502304
1360,0.027196931
1361,0.039631336
1362,0.048411071
1363,0.016824272129138805
1364,0.056690018912655495
1365,0.066359447
1366,0.078575424
1367,0.093321968
1368,0.017058683
1369,0.013856849844170373
1370,0.024884792626728113
1371,0.021198156682027652
1372,0.009451
1373,0.004608295
1374,0.006920434
1375,0.011059907834101382
1376,0.014746543778801843
1377,0.017511521
1378,0.013372047
1379,0.022119815668202765
1380,0.012215977198263232
1381,0.021901387815987855
1382,0.012903225806451613
1383,0.011059907834101382
1384,0.021666977
1385,0.026728110599078342
1386,0.024666365
1387,0.017745931115313925
1388,0.025588023760688316
1389,0.041959458
1390,0.07467036
1391,0.11959724035055008
1392,0.014980954156788578
1393,0.045177273
1394,0.070765297
1395,0.035507845
1396,0.070562851
1397,0.003686636
1398,0.021448549585786205
1399,0.006233185
1400,0.001156069
1401,0.006451613
1402,0.022135798193974588
1403,0.035023041
1404,0.026760075650621988
1405,0.025838416664446872
1406,0.027900162489012014
1407,0.04631736
1408,0.032492475
1409,0.041959458
1410,0.035023041
1411,0.049551157
1412,0.13942089981620095
1413,0.1348126048853254
1414,0.074249487
1415,0.10211768466476652
1416,0.14199941397405502
1417,0.14845102687728085
1418,0.17403905063796915
1419,0.058549319410777546
1420,0.067094643
1421,0.064548094
1422,0.073764684
1423,0.095650089
1424,0.11431767933725792
1425,0.1217229162782025
1426,0.10856929756799234
1427,0.1196132228763219
1428,0.13528142564129886
1429,0.09293306
1430,0.13073706081351055
1431,0.1267840494392797
1432,0.1104445805918862
1433,0.16554167443595005
1434,0.049583122452784956
1435,0.045880504
1436,0.038741642
1437,0.055581897
1438,0.051895261181108654
1439,0.063173597
1440,0.04197544
1441,0.076497696
1442,0.038709677
1443,0.12442396313364054
1444,0.11244239631336406
1445,0.11520737327188942
1446,0.12581444287578916
1447,0.10002397378865775
1448,0.056285128
1449,0.057862071
1450,0.033195706028075964
1451,0.051160064995604805
1452,0.078372979
1453,0.072406169
